Campaign,Who,Scraper_ID,Category,Graph Type,Facebook,Twitter,Instagram,YouTube,Migration Status,Intent Status,NOTES,type,funded,reached
Design Canada,Lauren,1144,5,Type 2 123/58,filmfirstco,filmfirstco,,,Done,,,2,123,58
Jessica Ackerley's Debut Trio Album!,Ellen,1934,,Type 2 123/58,jessicaackerleyguitar,,,,Done,,,2,123,58
Chronotography: The Inner Workings of a Steampunk Life,Church,639,12,Type 2 123/53,BabsWTP,BabetteKD,babs.wtp,UCJJd5svFENO6mLUYugFB2ig,Done,,,2,123,53
CARZO & LIEUTIER Motorcycle Inspired Watch Created in France,Church,1696,5,Type 2 123/43,carzoetlieutier,carzoetlieutier,carzolieutierwatches,,Done,,,2,123,43
Ursa Minor Restaurant,Jessica,1581,,Type 2 123/35,ursaminorlopez,,"nickhcoffey
",,Done,,,2,123,35
Nikki Talley & Jason Sharp,Church,227,11,Type 2 122/68,nikkitalleysongs,nikkitalley,,,Done,,,2,122,68
"Erik Ehn's ""Maid""",Jessica,197,7,Type 2 122/64,Project-X-Theatre-191203841969,,,,Done,,,2,122,64
The World's Toughest Headphones,Lauren,1347,14,Type 2 122/60,outdoortechnology,outdoortech,outdoortech,,Done,,,2,122,60
Bali's Paradise Paradigm,Lauren,705,7,Type 2 122/43,,tokenproject,asustainablevision,,Done,,,2,122,43
Stupid Hackathon 2017,Ellen,1824,,Type 2 122/13,stupidhackathon,stupidhackathon,,,,,,2,122,13
The Grid Game,Rosie,614,9,Type 2 1217/16,TheGridGame,TheGrid_Game,thegridgame,,Done,,,2,1217,16
Buckle Me Baby Coats,Lauren,1073,6,Type 2 121/60,bucklemebabycoats,bucklemebaby,bucklemebaby,,Done,,,2,121,60
Nailbot - The Smartphone Nail Art Printer,Joseph,1698,,Type 2 121/57,hello.preemadonna,preewalia,preemadonna,UCdloS1eDIP-ciieVrxACzNg,Done,,,2,121,57
Damsel - A Medieval Comedy,Joseph,1639,,Type 2 121/55,DamselTheMovie,,,,Done,,,2,121,55
ELLA - a new American coming of age story,Church,1154,7,Type 2 121/50,"goodbyeriley (p), douglasleekim",goodbyeriley,thedchen,,Done,,,2,121,50
Pass It On! A Children's Book by Gloria J. McEwen Burgess,Jessica,136,13,Type 2 121/23,twosylviaspress,twosylviaspress,,,Done,,"Lots of posts, but weird early spike, odd graph shape, and generally irrelevant SM",2,121,23
Clementine's Bake Shop is moving to a storefront!,Ellen,1461,,Type 2 121/21,clementinesbakeshop,,clementines_bake_shop,,Done,,,2,121,21
Dual Case for iPhone â€¢ Wireless â€¢ Battery â€¢ Music + Charger,Rosie,922,14,Type 2 1202/1,talostechnologies,DCTalosTech,,,Done,,,2,1202,1
MLE,,20,7,Type 2 120/63,"MLEMovie
","sardoubleyou 
MLEMovie",,,Done,,,2,120,63
Game Boy Geek - Season 5 - 2017,Church,1439,,Type 2 120/60,thegameboygeek,TheGameBoyGeek,thegameboygeek,TheGameBoyGeeks,In Progress,,,2,120,60
O Human Star Volume 2 + Volume 1 Reprint,Rosie,1740,,Type 2 120/57,blue.delliquanti (p),bluedelliquanti,,,In Progress,,,2,120,57
The Justin Alan Black Band Debut Album Release,Jessica,200,11,Type 2 120/42,Justinalanblack,JustinAlanBlack,,,Done,,,2,120,42
ZAline Penskirt: Pencil skirt that unzips into an A-line,Jessica,201,6,Type 2 120/42,,SoverraOfficial,,,Done,,,2,120,42
Serendipity Art Book,Church,85,1,Type 2 1196/30,june.leeloo,juneleeloo,juneleeloo,,Done,In Progress,,2,1196,30
Clans of Caledonia,Church,88,9,Type 2 1193/4,"Clans-of-Caledonia-283779458735756, playkarmagames",karma__games,,UC3Pn_zQPQFjGMOazJucWm4g,Done,,,2,1193,4
The White Box Game Design,Rosie,117,9,Type 2 1190/3,"jeremy.holcomb.52 (p)
Jeff.L.Tidball (p)
AtlasGames (b)","gameplaywright
jefftidball",,,Done,In Progress,,2,1190,3
Loop Troupe Web-Series,Rosie,389,7,Type 2 119/58,LoopTroupe,,,,Done,,,2,119,58
Event Horizon Larp,Joseph,1649,,Type 2 119/35,eventhorizonlarp,EH_Larp,,,Done,,,2,119,35
The Smokin' Oak; Pit & Drinkery,Rosie,2224,,Type 2 118/63,"thesmokinoakpit
erick.gill.58 (p)",,thesmokinoak,,Done,,,2,118,63
Pierce Edens: Stripped Down Gussied Up (New Album)!,Church,1396,11,Type 2 117/65,pierce.edens,pierceedens,pierce_edens,,Done,,,2,117,65
London Burlesque,Rosie,177,4,Type 2 117/59,"Help-Save-London-Burlesque-Festival
-1444088619223737
bettyroseroyal
LBF2017","LondonBurlyFest
bettydlight",londonburlesquefestival,,Done,In Progress,,2,117,59
IYA TERRA,Lauren,780,11,Type 2 117/43,iyaterrareggae,,iyaterra,iyaterramusic,Done,,,2,117,43
X-Flex Belt - Most Comfortable Belt Ever,Rosie,908,5,Type 2 1162/8,sdproductcompany,SDproductCo,sdproductcompany,,Done,,,2,1162,8
Shiftcam,Lauren,496,14,Type 2 116/63,shiftlens,,shiftlens,,Done,,,2,116,63
Transgenesis #1: Eradication,Rosie,1201,2,Type 2 116/62,"TransgenesisComic
profile.php?id=100008320441415 (p)","transgenesis1
jaysloanart",jaysloanart,,Done,,,2,116,62
The Floppy Fantastic San Francisco Friday,Church,659,13,Type 2 116/50,"AlenaIllustrations, profile.php?id=100013550887654 (p)",,reginashuman,UCAJ0sQAvgi7TjyGuzUjHsrA,Done,,,2,116,50
RiVE: Technology for Distraction-Free Driving,Church,99,14,Type 2 116/33,riveanddrive,RiVEandDrive,riveanddrive,,Done,In Progress,,2,116,33
Switcheroo - Lighting Made Easy,Rosie,2020,,Type 2 116/27,"SwitcherooLLC
mikeneilson (p)",Switcheroo,getswitcheroo,,Done,,,2,116,27
Together We Can: Cards to Send to Friends Facing Hard Times,Lauren,386,13,Type 2 116/23,,"fenicec, pookyh",,UCouKr8JeXinK6v_nf5dWA1A,In Progress,,,2,116,23
Redefining Swiss Made Pilot Watches by Ferro,Jessica,1542,,Type 2 1158/1,ferrowatches,Ferrowatches,ferrotime,,Done,,,2,1158,1
Goofy Froot Vol. I: Ripe Off The Page,Joseph,1717,,Type 2 115/58,goofyfroot,goofyfroot,goofy_froot,,Done,,,2,115,58
David's Jazz Recording Project,Church,1459,,Type 2 115/43,DavidVKmusic,dvonkampen,,davidvonkampen,In Progress,,,2,115,43
Tanya Gallagher Album,Rosie,746,11,Type 2 115/38,tanyagallaghermusic,TanyaLGallagher,,,Done,,,2,115,38
Handsocks,Church,1006,5,Type 2 115/35,handsocks4kids,handsocks,handsocks4kids,UCzGowTRug1vBbo3h45zngBQ,In Progress,,,2,115,35
Simply LUMI - A Minimalist and Connected Lamp,Jessica,1848,,Type 2 115/19,SimplyLumi,artefacto11_b,artefacto11,,,,,2,115,19
â—Å The Adjustable Bag â–· ,Lauren,678,5,Type 2 1147/13,theadjustablebag,,,,Done,,,2,1147,13
Uptown Jump - A New Album from Glenn Crytzer's Savoy Seven!,Church,159,11,Type 2 114/48,glenncrytzermusic,glenncrytzer,glenncrytzer,,Done,In Progress,,2,114,48
"THIS OFF BEAT TOWN Issues 2, 3, and 4",Rosie,1134,2,Type 2 113/63,,JakeSmithArt,dragonofmayhem,,In Progress,,,2,113,63
South East London Journal â€” Keep Us In Print!,Lauren,2245,,Type 2 113/50,ggsparkesbutchers,selondonjournal,selondonjournal,,Done,,,2,113,50
"The Lemonade Stand Cookbook: Kid-Tested, Kid-Empowering.",Ellen,1503,,Type 2 113/47,burntcheesepress,burntcheesepres,burntcheesepress,,Done,,,2,113,47
The Mastery Journal by John Lee Dumas,Rosie,2279,13,Type 2 1123/3,"johnleedumas1 (p)
EOFire",johnleedumas,johnleedumas,,Issue,,Twitter won't scrape,2,1123,3
UNO II,Church,1135,5,Type 2 1122/3,NIIDpacks,,niidbag,UCjLo-XKcBvFqYQ0H_EuSHIg,In Progress,,,2,1122,3
Hicat.livera - Start making your first machine vision robot,Lauren,2069,,Type 2 1121/4,hicatelectronic,,,,,,,2,1121,4
Too Loud A Solitude Feature Film,Thomas,2299,,Type 2 112/94,24105810295,crushedolive,crushedolive,UCm514MfoOS_P6Ww8f7iEzpg,Done,,,2,112,94
The Joey Tag: Child Safety Wearable with Short-Range GPS,Ellen,1984,,Type 2 112/56,"MyBuddyTag, thejoeytag",thejoeytag,thejoeytag,mybuddytag,In Progress,,,2,112,56
FAER Supply Outdoor Gear,Joseph,1449,,Type 2 112/36,@faersupply,,faersupply,,Done,,,2,112,36
Thunderstone Quest from AEG,Church,812,9,Type 2 1114/1,alderac,alderac,,,Done,,,2,1114,1
Steadicam Volt Smartphone Stabilizer | Shake-Free Videos,Joseph,1453,,Type 2 1111/9,TheTiffenCompany,Tiffentweets,,,Done,,,2,1111,9
"3-19 Coffee | Community, Art and Coffee in Honduras",Rosie,1932,,Type 2 111/50,319coffee,,319coffee,,Done,,,2,111,50
The dr. Liza pump,Church,2227,,Type 2 111/38,"thefixtoronto, Liza.Egbogah (p), drlizashoes",drLiza,"drLizashoes, thefixtoronto",,Done,,,2,111,38
Empires of the Void II,Ellen,1010,9,Type 2 1101/1,redravengames,RedRavenGame,redravengames,TheMechanicalfish,In Progress,,,2,1101,1
November Fox ? A Multi-Dimensional Augmented Reality Novel,Jessica,169,13,Type 2 110/90,"NF123 (b)
esther.bertram (b)","EstherBertram
XIFox",,,Done,,,2,110,90
Troubadour Dream EP,Rosie,367,11,Type 2 110/63,SteveTurnerCountryMusic,sturnermusic,,,Done,,,2,110,63
"Island - Japan, from the view point of many",Joseph,1395,12,Type 2 110/53,,KendallHendersn,hendersonkendall,,Done,,,2,110,53
Little Ripper Coffee,Rosie,2210,,Type 2 110/32,littlerippercoffee,,littlerippercoffee,,In Progress,,,2,110,32
CRY Stillbirth,Church,710,7,Type 2 109/68,CRYshortfilm,,cry__shortfilm,,In Progress,,,2,109,68
f/POP - Bottle Openers for Camera Straps and Photographers,Rosie,1226,5,Type 2 109/52,StarkPhoto,starkphotograph,starkphotography_,,Done,,,2,109,52
Finding Wallace,Rosie,393,13,Type 2 109/30,tomtheauthor,,,,Done,,,2,109,30
First Punch,Rosie,524,1,Type 2 108/52,,lllisaanncoxll,,,Done,,She has a wordpress,2,108,52
OpenScope,Rosie,618,14,Type 2 1076/7,Digilent,digilentinc,,DigilentInc,In Progress,,,2,1076,7
A-CASE + Miniature Wargaming Carrying/Display Case,Joseph,823,9,Type 2 1075/1,armycase,,,UC7a9QQVyxEsAtlb74Z4uAsg,Done,,,2,1075,1
BOTTOMS UP!,Church,47,2,Type 2 107/66,BirdcageBottomBooks,BirdcageBottom,birdcage_bottom_books,,Done,Done,,2,107,66
ForeverGlass iPhone 7 Shatterproof Glass Guaranteed for Life,Church,1818,,Type 2 107/61,gonzoguardz,GonzoGuardz,gonzoguardz,,Done,,,2,107,61
The Feast Project,Church,263,5,Type 2 107/53,andyrawlswoodcraft,,ar_txwoodcraft,UCBwNg2ZtfQAY4zvBbryDyAQ,In Progress,,,2,107,53
I Love Me. Who Do You Love? - My life as Holyjuan,Rosie,2153,,Type 2 107/45,dougpowhida (p),holyjuan,,,In Progress,,,2,107,45
"DAVID, The Oratorio",Joseph,1451,,Type 2 106/84,"danmontez.composer (p)
111266528898337",TaconicOpera,,,Done,,,2,106,84
Germantown Espresso Bar,Rosie,620,8,Type 2 106/57,GermantownEspressoBar,,,,Done,,,2,106,57
Aqua Dragons in Space! STEM project for kids 6-99 years old,Rosie,1273,14,Type 2 106/57,aquadragonswa,aquadragons,,,Done,,,2,106,57
Nowhere to Run,Church,72,7,Type 2 105/56,,"Kyle_Reardon11, RunNowhere, PicturesMidas",,,Done,In Progress,,2,105,56
iPad Pro - ProBack Cover | Charge Your Apple Pencil,Lauren,276,5,Type 2 104/70,tikainnovation,,tikainnovation,UCoAyucsd0YYdCjDXhhDQxNQ,In Progress,,,2,104,70
Dial-A-Distance - The Safest Retractable Dog Leash,Ellen,896,5,Type 2 103/54,Thundershirt,Thundershirt,thundershirtcompany,,Done,,,2,103,54
Summertime in Edmonton,Ellen,1443,,Type 2 103/50,famousforpops,famousforpops,,,Done,,,2,103,50
The Dream Cube,Rosie,1773,,Type 2 102/57,Braceysmith (p),"braceysmith
PotentialSyn",,,In Progress,,,2,102,57
Crooked Bottle,Jessica,90,8,Type 1 99/na,,HomeBrewXchange,,,Done,,,1,99,na
Dead Air Short,Rosie,806,7,Type 1 79/na,DeadAirMovie,deadairmovie,deadairmovie,,Done,,Looks like didn't post on twitter,1,79,na
Help us make the feature of The Beginnings of My Heart!,Rosie,2093,,Type 1 43/na,"gabeMSA (p)
bomhproject",bomh_project,bomhproject,,In Progress,,,1,43,na
Charm Patterns by Gertie,Lauren,307,6,Type 1 398/9,gertiesnewblogforbettersewing,sewgertiesew,gertie18,blogforbettersewing,In Progress,,,1,398,9
We Are One,Rosie,751,13,Type 1 36/na,,elisabethuva,,,Done,,,1,36,na
Pre-Order The Winemakers of Paso Robles,Joseph,1399,13,Type 1 305/32,TheWinemakersSeries,TheWinemakersPR,thewinemakersseries,,Done,,,1,305,32
Boston Metaphysical Society Trade Paperback,Jessica,2143,,Type 1 297/7,BostonMetaphysicalSocietyComic,MHollyRising,,,,,,1,297,7
Lost Cities Game,Rosie,494,9,Type 1 28/na,bluelinegames,"bluelinegames
seancolombo
darthdurden",,,Issue,,"They did post on the other twitter pages 
but for some reaon, it isn't scrapping. 
ISSUE SENT TO P.L.",1,28,na
The Phoblographer's Analog Zine,Joseph,1854,,Type 1 256/80,"LaNoirImage
thephoblographer",,"lanoirimage
phoblographer",thephoblographer,In Progress,,@thephoblographer doesnt scrape,1,256,80
XStitch - A Cross Stitch Magazine for the Modern World,Joseph,1457,,Type 1 237/16,MrXStitch,MrXStitch,mrxstitch,,Done,,,1,237,16
Sovereign: The Return Vol 1 Graphic Novel,Lauren,1754,,Type 1 23/na,Sovereign-707025889433217,andrewhuerta93,thehuerta,,,,,1,23,na
"Tea & Honey Cookbook - Ancient Ingredients, Modern Flavours",Rosie,2138,,Type 1 23/na,"btcommercialphotography
australianflavours
jeffrey.simonetta.1 (p)",AusFlavours,,,In Progress,,,1,23,na
Skunk Beer: Chocolate Milk Stout t-shirt by Michele Light,Ellen,1956,,Type 1 202/94,,LightBrtStudios,,,Done,,,1,202,94
Bold City Contemporary Ensemble Debut CD,Lauren,1695,,Type 1 190/87,boldcitycontemporaryensemble,bccensemble,bccensemble,UCjI4AlSfKkdEx8tJteLC4lQ,In Progress,,,1,190,87
PokÃ©Natomy- An Unofficial Guide to the Science of PokÃ©mon,Ellen,2086,,Type 1 172/79,,topherstoll,,,Done,,,1,172,79
TMS: Vampire Covenant Army,Lauren,339,9,Type 1 168/77,tabletopminiaturessolutions,,,,Done,,,1,168,77
Sonic Decanter,Church,107,5,Type 1 164/83,Sonic-Decanter-376112462532656,sonicdecanter,,,Done,,,1,164,83
"Love, Lies, and Hocus Pocus Books 3 & 4 Urban Fantasy Series",Ellen,1140,13,Type 1 157/93,"lydia.thomas.1492 (p), lydiasherrerauthor",lydiasherrer,lydiasherrer,,In Progress,,,1,157,93
The Scattered Bond,Rosie,779,13,Type 1 154/68,"atthisarts
epicheals","edebellauthor
atthisarts",edebellauthor,,Done,,,1,154,68
Dragons of Wales,Rosie,1841,,Type 1 151/88,dragonsofwales,dragonsofwales,dragonsofwales,,Done,,Twitter not Scrapping,1,151,88
Scandic Footwear - Exceptional Handcrafted Clogs,Rosie,2250,,Type 1 15/na,"scandicfootwear
morten.andreasen.73 (p)",ScandicFootwear,scandicfootwear,,In Progress,,,1,15,na
"""TEN"" Year Anniversary Album! Songs of hope, truth and love.",Rosie,1232,11,Type 1 148/93,katmcdowellmusic,katmcdowell,katmcdowell,,Done,,,1,148,93
Absolute Power: Tales of Queer Villainy!,Lauren,1702,,Type 1 148/55,,northwestpress,zanseattle,,In Progress,,,1,148,55
Samurai Grandpa - A Complete Graphic Novel,Church,2268,2,Type 1 147/67,,"ShawnDaley, EastinDeverna",,,Done,,,1,147,67
Tour de France Daily Poster - The Book,Ellen,2162,,Type 1 146/67,CyclingPosters,,,,Done,,,1,146,67
Corporate America Gilded Edition,Church,960,9,Type 1 145/79,NothingSacredGames,nothingsacredg,,,Done,,,1,145,79
SKYE Footwear | Super ultra comfy shoes.,Ellen,2203,,Type 1 144/77,SKYEfootwear,skyefootwear,,,Done,,,1,144,77
Twitterrific for Mac: Project Phoenix,Ellen,923,14,Type 1 144/73,theiconfactoryinc,"bigzaphod, iconfactory, Twitterrific",,UC7zt-GmwdxyqgSwhKmhSniQ,In Progress,,,1,144,73
Dungeon Alliance,Church,978,9,Type 1 143/95,quixoticgames,Quixotic_Games,,psychoticeps,In Progress,,,1,143,95
FannibalFest,Church,681,7,Type 1 142/90,fannibalfest,FannibalFest,,,Done,,,1,142,90
Chocolita- raw exotic herb-crafted chocolate,Ellen,901,8,Type 1 139/69,"livingChocolita, SarahAnnLesslie (p)",rawchocolita,chocolitachocolate,,In Progress,,,1,139,69
Alterna is Bringing Back Newsprint Comics to Newsstands!,Ellen,1136,2,Type 1 138/71,AlternaComics,petersimeti,alternacomics,,Done,,,1,138,71
Cursed Cards - Playing Cards,Rosie,1199,9,Type 1 135/90,"MannMadeIllustration
thomas.mann.520900 (p)",,modelmanntastic,,In Progress,,,1,135,90
The Last Monsters,Ellen,1734,,Type 1 135/67,the.traveling.zam,Last_Monsters,,,Done,,,1,135,67
"Help Jesse make a new record! ""Foundations"" Project",Church,130,11,Type 1 134/81,Jessamondo22 (p) (may not be relevant),jessebhanson,jessebhanson,UCrf5eUzNMdEYXpYqC5660sw,In Progress,,,1,134,81
Magical Boy Basil,Church,911,2,Type 1 134/78,magicalboybasil,magicalboybasil,magicalboybasil,,Done,,Tumblr: magicalboybasil,1,134,78
Angel in Disguise,Church,1082,12,Type 1 134/70,akiyamaguchiphotography,,bordernerd,,Done,,,1,134,70
Color Jam: Roller Derby Coloring Book,Lauren,1582,,Type 1 134/56,emdash8212,margotatwell,,,Done,,,1,134,56
Claim: The Search for the Gold Nugget,Church,2255,9,Type 1 133/78,ForcedPerspectiveEntertainment,FPEGames,forcedperspective,ForcedPerspectiveEnt,In Progress,,,1,133,78
Adventures of Otitis,Lauren,661,13,Type 1 133/73,adventuresofotitis,malichten,adventuresofotitis,,Done,,,1,133,73
The Other - A Short Film,Church,1337,7,Type 1 133/67,theothershort,theothershort,theothershort,,Done,,,1,133,67
Zodiacâ€¢Axis: A Fantasy-Fusion Visual Novel,Ellen,1909,,Type 1 132/93,studiotheophilus,studiotheoph,,UC5Q46psS3DWh1P5mYHfUnHA,In Progress,,,1,132,93
CropSwap - Trade Fruits and Vegetables Hyper-locally.,Rosie,2126,,Type 1 132/90,"gardengraffiti
profile.php?id=100003205281787",gardengraffiti,gardengraffiti,,In Progress,,,1,132,90
CRAVAR Leather Journal,Church,131,5,Type 1 132/76,cravar,cravarbag,cravar,,Done,In Progress,,1,132,76
Mr. Greenheart's Treehouse - Family TV Show,Ellen,1927,,Type 1 131/81,MisterGreenheart,circuspicnic,jefegreenheart,UCCiRSnFRIDlz--7xx8qy_0w,In Progress,,,1,131,81
Flipbook Kit- Mechanical Marvels and Flip-Hat,Jess,435,5,Type 1 131/5,Flipbookit,Flipbookit,Flipbookit,,Done,,,1,131,5
TRUMPisms,Church,878,13,Type 1 129/96,"Prezography, DaveDavidson (p)",davedavidson,pictureperfectyou,,In Progress,,,1,129,96
Invisible Light (a new album from James Egan),Ellen,1914,,Type 1 129/91,,jamesremains,,,Done,,,1,129,91
Ditto,Church,261,14,Type 1 129/79,dittowearable,dittowearable,,,Done,,,1,129,79
Carrie Elkin | New Solo Record,Ellen,1391,11,Type 1 129/73,"carrieelkinfanpage, carrieelkin (p)",carrieelkin,,,,,,1,129,73
Blackwood Savage Worlds,Church,1648,9,Type 1 128/83,MythicGazetteer,ZapDynamic,,,Done,,,1,128,83
Hymns: Fresh Cut Flowers || Aaron Strumpel,Ellen,1939,,Type 1 128/81,,aaronstrumpel,aaronstrumpel,,Done,,,1,128,81
"Goat Haus Biergarten in Montgomery, Alabama",Jessica,1607,,Type 1 127/97,goathausbeer,"JamesWeddle
warnkal",jamesweddle,,Done,,,1,127,97
The Speedbumps,Church,110,11,Type 1 127/88,thespeedbumps,thespeedbumps,thespeedbumps,theSpeedbumps,In Progress,,,1,127,88
"""The Colorful Word"" -- a scripture coloring book and journal",Church,1615,13,Type 1 127/78,littlethingshappy,,littlethingshappy,,Done,,,1,127,78
Epic Manager: Create your own Adventuring Agency!,Jessica,198,9,Type 1 126/88, manavoidentertainment (b),"WeAreManaVoid
",,,Done,,,1,126,88
Chez Anh,Church,434,8,Type 1 126/85,ChezAnh,,chezanh,,Done,,7 day duration,1,126,85
VIDEO GAMES LIVE: LEVEL 4! [Let's do it again!!!],Jessica,252,9,Type 1 125/85,"TommyTallarico2 (b)
VidGamesLive (b)
tommytallarico (p)","TommyTallarico
VideoGamesLive",,Tommy Tallarico,In Progress,,,1,125,85
CampMaid Charcoal Chimney - Quickest Way To Get BBQ Hot,Joseph,1804,,Type 1 125/84,campmaid,CampMaid,campmaid,UCizEgsloP3xUqqVT9cxtcJg/feed,In Progress,,,1,125,84
DEADENDIA - Season One Book!,Rosie,2105,,Type 1 125/77,"HamishWSteele
hamish.steele (p)",hamishsteele,,,In Progress,,,1,125,77
"Bamboo Eco-Fleece Hoodies, Technically Soft and Beautiful",Ellen,1945,,Type 1 124/97,SaltsandWest,,SaltsandWest,,,,,1,124,97
Superior Motors,,15,8,Type 1 124/94,,sousapgh,,,Done,,,1,124,94
"Thank You for Supporting ""The Notice Blog""",Ellen,1671,,Type 1 124/91,thenoticeblog,thenoticeblog,,themillennialgroupllc,In Progress,,,1,124,91
Beelinguapp,Church,55,14,Type 1 124/90,beelinguapp,thebeelinguapp,,,Done,Done,,1,124,90
Build a Vegan Butcher Shop with The Herbivorous Butcher,Jessica,149,8,Type 1 123/80,theherbivorousbutcher,,theherbivorousb,The Herbivorous Butcher,In Progress,,,1,123,80
Warehoused,Jessica,2109,,Type 1 123/100,lifeismymovie,lifeismymovie,lifeismymovie,Life Is My Movie Entertainment,,,,1,123,100
1500 - The New World,Rosie,772,9,Type 1 122/95,dan.verssen.games,danverssengames,,DanVerssenGames,In Progress,,,1,122,95
Moa Board Game,Rosie,350,9,Type 1 122/93,apegames,apegames,,,Done,,,1,122,93
Steampunk Universe: A fully diverse steampunk anthology,Rosie,2297,,Type 1 122/87,"Steven.M.Saus
steven.saus (p)","uriel1998
AlliterationInk",uriel1998,,Issue,,uriel1998 twitter not scraping,1,122,87
An Insider's Guide to Manchester,Lauren,1946,,Type 1 122/83,manchguide,w_stewart; manchguide,,,,,,1,122,83
The Ultimate Catholic Comic Book,Church,1855,2,Type 1 121/90,"patcrosscartoons, tomicscomics, JasonBachCartoons",,,,Done,,,1,121,90
No Mercy: For Lorne Hope,Rosie,548,9,Type 1 121/78,Multivarious,"multivarious
no_mercy_game",,,Done,,,1,121,78
Bike Mural for Tucson Arizona (FB NOT SCRAPING),Church,670,1,Type 1 120/96,joepagac (p),JoePagac,joepagac,,In Progress,,,1,120,96
Tap Room & Art Gallery Build,Church,1839,8,Type 1 120/81,labyrinthbrewing,LabyrinthBeer,labyrinthbrewing,,Done,,,1,120,81
Angel and the World Enders comic Issue #1,Church,2230,2,Type 1 120/73,"alexander.maday (p), PondScumComics, mikeoppart (p), chris.hartmann.142 (p)","unknownkomics, MikeOppArt",,,Done,,,1,120,73
SheNative: Leather handbags that EMPOWER Indigenous women,Church,2199,6,Type 1 120/100,shenative,SheNativeGoods,shenativegoods,,Done,,,1,120,100
Smugglers Smoke House V2.0,Church,972,8,Type 1 119/97,"smugglerssmokehouse, shaynaandshulmanculinaryadventures",,,,Done,,,1,119,97
"Prest Coffee, Juice, & Smoothie Bar: A Mobile Cart Upgrade!",Joseph,851,8,Type 1 119/81,prestcoffee,prestcoffee,prestcoffee,,Done,,,1,119,81
Queen City Conquest,Roise,380,9,Type 1 119/76,QueenCityConquest,queencitycon,,,Done,,,1,119,76
"Broad, Casted",Church,2269,13,Type 1 119/67,Rochester.Rachel,RachBarnhart (502),,,Issue,,,1,119,67
The Comedy Project,Rosie,1812,,Type 1 118/94,"The-Comedy-Project-Official-Page-136612632412
DeepEndFilms
BSchoolio (p)",,,,Done,,,1,118,94
The Pop Warrior Returns with Fierce Warrior Songs!,Lauren,2040,,Type 1 118/83,klingonpopwarrior,klingonpop,jenusellis,UCkuSNmzNppTGu8Inx6e8ufQ,In Progress,,,1,118,83
Bicycle Denim Playing Cards,Ellen,1968,,Type 1 118/74,BicyclePlayingCards,bicyclecards,,,Done,,,1,118,74
Jamie Lou & The Hullabaloo: First EP 'Femi-Socialite' !!!!,Joseph,1683,,Type 1 118/100,jlhullabaloo,ReverbNation,reverbnation,ReverbNationVideos,Done,,,1,118,100
HX-01: An Animated Short Film,Church,2094,7,Type 1 118/100,hexeosis,hexeosis,hexeosis,UCzz_j0AVHtUCIPnwiGlyYYw,Done,,,1,118,100
GWAR: Orgasmageddon - the Scumdogs conquer comics!,Lauren,1908,,Type 1 117/82,mattminercomics,MattMinerXVX,,,Done,,,1,117,82
The Wide Open is Making a Record: Long Road Home,Church,1680,11,Type 1 116/97,wearethewideopen,,thewideopen,UCeucUVXtiY3WTyyuEoFm2iQ,Done,,,1,116,97
The Rwanda Craft Brewery Project,Ellen,2182,,Type 1 116/95,BeausBrewery,beausallnatural,beausallnatural,BeausAllNatural,Issue,,twitter not scraping,1,116,95
Mensch - A Short Film About PTSD,Ellen,1498,,Type 1 116/92,menschfilm,,menschfilm,,Done,,,1,116,92
Bonobo Cafe,Ellen,1484,,Type 1 116/84,bonoboaberdeen,,bonobotribe,,Done,,,1,116,84
Fil Campbell - New CD - featuring Tom McFarland,Jessica,164,11,Type 1 116/81,FilCampbell,FilCampbell,,,Done,,,1,116,81
Kingdom of Blood,Church,1175,2,Type 1 115/90,robert.geronimo.79 (p),rgeronimoart,rgeronimoart,,Done,,,1,115,90
NUKED,Joseph,1816,,Type 1 115/90,NukedCards,NukedCards,,,Done,,,1,115,90
BEAUTIFUL DESOLATION - Isometric Post-apocalyptic Adventure,Lauren,1859,,Type 1 115/88,stasisgame,stasisgame,,STASISGame,In Progress,,,1,115,88
STAR TREK Original Cast + Bridge,Church,832,7,Type 1 115/86,"hollywoodscifi, TheNewStarship","hollywoodscifi, thenewstarship",,hustonhuddleston,Done,,,1,115,86
Caracol Cruzando,Rosie,1208,7,Type 1 115/70,"caracolcruzando
pamelamchavez (p)",,caracolcruzando,,Done,,,1,115,70
Blood Shed: Comedy horror short about a man-eating shed!,Ellen,1635,,Type 1 114/96,JamesMoranWriter,jamesmoran,jamesmoranspork,jamesmoran,In Progress,,,1,114,96
ShutterEaze,Church,156,14,Type 1 114/90,ShutterEaze-377010709049528,ShutterEaze,,,Done,,,1,114,90
Roots Micro Farm on Birch,Church,1029,8,Type 1 114/88,"MadelynjChance (p), rootsoutdoorco",,rootsmicrofarm,,Done,,,1,114,88
Old Lazarus' Harp Christmas Compilation Album,Church,2207,11,Type 1 114/80,"sstandmareva, OldLazarusHarp",,,,Done,,,1,114,80
KURU #1: The Beginnings of a Horror Juggernaut,Church,1676,2,Type 1 114/79,brianflintartist,zombiemachete,kuruflint,,In Progress,,,1,114,79
Grill Pinz,Church,1629,5,Type 1 113/93,grillpinz,grillpinz,grillpinz,,Done,,,1,113,93
PC David Rathband - A Digital Tragedy,Joseph,1775,,Type 1 113/86,,goldenanorak,,,Done,,,1,113,86
CROSSED WIRES Volume 1,Rosie,2030,,Type 1 113/84,"irisjaycomics
ianjaycomics (p)",irisjaycomics,,,Issue,,Twitter won't scarpe,1,113,84
